28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.823529411764707, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.823529411764707, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.823529411764707, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.823529411764707, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.823529411764707, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.823529411764707, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
0.0, 0, 18.431372549019606, 0.0, 28,
